id,sentence
12419,해도 9시가 안된 아침!
12420,바닷가 강한 자외선에 살갗이 따갑다
12421,아직 체크아웃 전이니 지척에 있는 숙소에 가서 잠시 식히다 가자 경포비치관광호텔 강원도 강릉시 해안로406번길 17 지은 지 오래라?
12422,방음 잘 안되어 밤잠 이루기 힘들었던 숙소 경포비치호텔 할 수 없지!
12423,전역 36시간 전에야 확정된 소식 받고 급히 예약한 숙소니 뭘 더 바라겠어....
12424,"마음 같아선 한숨 자고 싶으나, 위병소 나설 때 부터 이미 마음은 집에 가 있는 쭈니 생각해 귀가 길을 재촉한다"
12425,"위병소 집 까지, 쭌병장 임무 완료 행복해요."
12426,"어제 집에서 출발한지 딱 24시간 만에 무사히 주차장 복귀, 차량 바깥온도 30도 공포스러워요."
12427,"총 누적 주행거리 77 77 쭈니 맘이 안전운전 할때 최고 연비 16까지 나왔는데 서울 진입 후 공사 중이던 올림픽대로, 주말 서행구간 많던 시내주행으로 13 로 뚝 떨어졌다"
12429,"토욜 저녁 8시반 줌미팅 까지, 다소 힘들었던 1박2일을 마무리하다가 .."
12431,일기 최종 마무리 순간 팝업이 짜잔!
12432,오늘 할일 아직 하나 남았다.
12433,조금만 더 힘을 내자!
12436,생각하였는데 생각했던 것보다는 빠르게 다시 진행을 한다고 해서 내용을 정리해 봅니다.
12440,참여대상으로 확인 된 분들은 다음 참여에도 발행 전 태그를 한 번 확인해 보면 좋을 것 같습니다.
12443,시작 전 참여대상 확인하기 이전 오늘일기 이벤트 작심삼일 완료 하고 페이 1000원이 들어왔길래 참여대상인 것은 알고 있었으나 참여대상 확인하기가 있어서 확인해 보았습니다.
12444,이전 오늘일기 이벤트 기간 3일 동안 글을 다 썼는데 아직 페이포인트를 지급받지 못 하신 분들은 순차지급으로 늦어지는 듯 하니 참여대상을 확인 해 보셔요.
12445,참여대상을 확인해 보니 참여대상으로 나오네요.
12447,작심삼일로 끝났었던 이벤트였지만 원래 약속했던 기간 동안 오늘일기를 작성하며 하루하루 포스팅을 했었는데요.
12448,이번에는 추가혜택으로 블로그 기록을 책으로 만들어 준다고 합니다.
12449,모두 다 만들어 주는 것은 아니지만 추첨에 당첨이 먼저이지만 목표가 있으면 더 좋은 것 같아 페이포인트와 함께 이번에는 대기업에서 만들어 주는 블로그팀에서 만들어 주는 책이 궁금해서 도전을 합니다.
12451,작성한 일기가 이벤트에 당첨이 되어 대기업에서 만들어 주는 블로그팀에서 만들어 주는 책을 선물받는다.
12452,끝났던 오늘일기 다시 5월 24일 월요일 부터 시작합니다.
12454,네이버 블로그팀입니다.
12457,다음주가 월말이라 월말작업하느라 매일 야근 야근 또야근 시엄마가 싸주신 반찬과 내가 만든 김치볶음...
12458,최고의 조합 밥 잘 먹고 오후에 커피 한 잔 정신차려야한다...
12459,회사사람들하고 공구한 김치시즈닝 맛이 궁금하다 주말에 먹어봐야지 저녁사러 버거킹 통베이컨와퍼 나왔다고해서 후다닥 버거킹매니아 길고 긴 야근을 버티려면 커피는 필수 이날 3잔이나 먹었네 통베이컨!
12460,생각보다 두툼하고 육즙도 있는편 하지만 역시 콰트로랑 머쉬룸 그리고 쉬림프가 최고구나 집에와서 홍콩야자 랑 스파티필름 물 줬당 얘들아 열심히 자라거라 근데 왜 야자잎이 중간중간 까맣게 변하죠
12461,5월21일 금요일 일기 비가 추적추적 내리는 숲세권 산세권 향동살이 너무 좋아 어버이날 식사하고 난리난거 아직도 식당과 보상문제류 싸우는 ?
12462,약값받기 힘드네...
12464,외근이 주 업무였던 날 촬영장가서 매드몬스터 필터 배우고 열심히 셀카찍음 촬영은 늘 힘들어 촬영 중간에 도시락 타임 오늘은 특별히 닭가슴살 양배추쌈 나름 맛있네...?
12465,오후엔 꼭 커피 한잔을 먹어야해 촬영 다 끝나니 4시반 행복해요.
12466,이제 사무실로 복귀하자 집에가고싶다 슬퍼요.
12467,사무실 복귀하자마자 바로 커피 한잔 때리고 슬퍼요.
12468,현장 나갓다오면 너무 체력적으로 그리고 멘탈적으러 힘들다...
12469,금요일은 칼퇴 하고 오빠 픽업전에 미션을 끝내야한다
12470,"부부의날 이라는건 몰랐는데, 결혼하니 부부의 날을 알게되는구나...!"
12471,오빠한테 주려고 꽃 한송이 사고 오빠가 데리러오기전에 케익까지 사려고했는데 꽃들고 케익사러 뛰어가는 나를 다 구경한 오빠 행복해요.
12472,서프라이즈는 망했네
12473,날이 너무 좋았던 부부의날 서프라이즈 는 망했지만 ?
12474,오빠에게 케익과 꽃 선물 완료!
12475,꽃을든남자 저녁은 시어머니가 주신 새우장덮밥 새우장 까다가 죽을뻔했는데 버터넣고 반숙넣어서 비벼먹으니 핵존맛...
12476,밥 먹고 2차고 냉장고에 남아있던 닭발과 한 잔 다 먹고 케익까지 소소하게 부부의날 즐기기 오늘의 우리 부부 가족 사랑해 갑자기 매몬필터 재미들어서 집에잇는 액자들에 필터를 씌어봄 우리 부부 우리 가족 여보 사랑해
12477,오늘은 5월 22일 날씨 매우 맑음 날이 맑고 더운데 비오는 것 보다 훨씬 낫다
12478,날이 너무 너무 좋으
12479,놀러가고 싶은 날씨!
12480,오늘도 열일하고 집에 와서 하늘을 봤더니 달이 떠있어서 찍었찌!
12481,씻고 나와서 빨래를 널었는데 진짜 빨래도 잘 마를 것 같이 기분 좋은 바람이 분다.
12482,그냥 기분 좋은 하루!
12485,"주의할 점이 몇 가지 있는데요, 1."
12488,예약 포스팅은 인정 안됩니다!!
12489,아래 링크를 눌러보면 간단하게 본인이 참여 대상인지 확인할 수 있어요!
12490,블로그 오늘일기 새롭게 시작합니다.
12493,저는 참여대상이랍니다.
12495,주변에 잘 모르는 이웃분들이 있는 것 같아 네이버블로그팀의 포스팅 링크도 가져왔어요.
12498,네이버 블로그팀입니다.
12500,"50210522 어제 밤 바리스타 수업이 끝난 후 동생과 애 애마로 강릉여객선터미널에 주차하고 가서 간단히 오뎅과 컵라면, 쏘세지 먹고 요기를 채우고 내 차에서 잤다 오늘 다행히 날씨가 좋아서 강릉, 울릉도를 거쳐 독도로 승선해서 열심히 달리고 있다."
12501,"독도가 가까워졌는지 독도는 우리땅, 아리랑 노래가 배에세 흘러 나왔다."
12502,말만 노래만 듣던 독도를 드디어 간다.
12507,"공놀이에 비눗방울, 등산까지 짧은 시간이었지만 진짜 빡쎄게 놀고 왔는데 왜 낮잠을 안자는거야"
12509,그와중에 아이스크림 다 먹고 막대기를 침닿은 부분이 바깥쪽으로 가게 살포시 놓아둠 이미 늦을대로 늦어진 시간이라 얼른 저녁 먹고 재워야지 생각하고 아이스크림 먹고싶다는 아들래미한테 티비 잠깐 틀어주고 아이스크림 주고 화장실 다녀온 사이에......
12512,저녁도 안먹고 잠든거라 곧 깰거라 생각했는데 지금 밤 10시가 넘었는데도 안일어나는거보면 이른 육퇴 기대해도 되겠죠
12513,지금부터는 숨도 조용히 쉬고 있어야지 아침에 일찍 일어나서 밥 차려줄게 집근처에 한솥도시락이 생겨서 도시락 포장해다가 월롱시민공원 나들이 다녀왔어요
12514,우리만 알고 싶었던 곳인데 작년보다 사람이 너무많이 늘어났어요...
12515,그래도 한솥은 맛있었습니다
12516,월롱시민공원 잔디 너무 좋아요
12517,"사람들이 생각보다 많았다는 거지, 바글바글 한건 아니었어요"
12518,굉장히 널찍널찍 있었어서 마음껏 비눗방울놀이도 할수 있었답니당 비눗방울 하고 나면 손 미끄덩거려서 안좋아하는데 근데 아들래미는 좋아하고....
12519,어쩔수 없이 해줘야 하는 그런 놀이인데 여기 화장실이 가깝고 깨끗해서 손도 닦을수 있고 맘껏 비눗방울 놀이도 했네
12520,용 행복해요.
12521,공차기도 마음껏 잔디가 잘 관리된다는 느낌은 아니었지만 그래도 마음껏 흙밟으며 뛰어놀수 있다는게 진짜 좋은거 같아요 행복해요.
12522,저희가 잡았던 자리 벌레 떨어진다고 나무아래 앉지 말라고 했는데 내리쬐는 햇볕을 피하기는 나무그늘만한게 없긴 하네요
12523,우리 세식구 아들래미 빼고 남편이랑 둘이는 찐빵이지만 그래도 우리 세식구 함께 있음을 간직해야지 그와중에 남편 좀더 지못미...
12524,이거 내 블로그잖아......
12525,그리고 이거 여자는되고남자는안되는자세 인스타에서 보고 따라해봤는데 정말 남편은 안되더라고요
12526,"아침부터 눈뜨자마자 해보고 재밌어서 야외에서도 한번더 남자랑 여자가 신체구조가 다르고 무게중심이 조금 다른건가, 신기하게 저는 되고 남편은 안되네요"
12527,그렇게 셋이 누워서 바라다본 하늘 이런 시간이 참 행복하네요
12528,그래서 둘째는 꿈도 못 꾸겠어요...
12530,아빠 팔베개 하고 누워있는거 보더니 고대로 따라하는 6살 아들래미 행복해요.
12531,"아빠하는건 거의 다 따라하는거 같아요 아빠엄마 비행기 태워주는 아들래미 그렇게 남편은 제주도로, 저는 미국으로 여행시켜줬어요 행복해요."
12532,지금 이순간 월롱시민공원 옆으로 가면 한쪽으로 월롱산 올라가는 길이 있어요 행복해요.
12533,"파주 이사오고 나서 4 5번은 온거 같아요 산이 크게 가파르지도 않고 사람도 많이 없어서 참 좋답니당 아빠 도움 없이도 혼자서도 잘가는 아들래미 아파트 26층에 사는데 남편이랑 아들, 둘이 26층까지 10초정도만 쉬고 올라왔다고 하더라고요"
12534,태권도 허투루 다닌게 아닌거 같아요 오히려 아들래미보다 체력 떨어지는 엄마.....
12535,좀더 크면 등산화도 사줄게 10살쯤엔 같이 한라산을 올라가보자 산 오르는 사람들이 우리 세식구 뿐이라 마스크 벗고 사진 찰칵!
12536,날씨도 많이 덥지않고 미세먼지 까지 없었던 날이라 코가 정말 호강했네요
12537,초록초록한 나무보니 눈도 건강해지는 느낌 행복해요.
12538,전날 어쩌다보니 26층에서 1층까지 걸어내려간지라 다리에 근육통이 있었는데 등산하니까 허벅지가 불타오르는 느낌 행복해요.
12539,간만에 느껴보는 기분이라 좋았어요
12540,나름 땀흘리며 올라왔는데 산탄지 20여분...?
12541,머지?
12542,허벅지 진짜 불타오르는데 내려오는 길에 기분좋은지 흥얼거리는데 듣기좋은 아들래미 노랫소리네요
12544,낮잠 재우려고 누웠는데 잘생각은 없고 스노우나 찍자 그렇게 에너지소비를 왕창 하고 났는데도 집에와서 낮잠도 안자고 버티다가 저녁도 안먹고 7시에 잠듬.....
12545,포스팅 하는 중간에 잠깐 일어나서 헉했는데 다행히 다시 바로 잠들었어요 행복해요.
12546,저녁 안 먹고 잠든게 내심 맘에 걸리긴 하지만 새벽부터 맛있게 잘 차려줄게 깨지말고 푸욱 자자 오늘일기 파주나들이 주말나들이 잘 다녀왔습니다
12547,잠실은 거의 안 나가는데 친한 언니 만나러 아침부터 서둘러 움직였다
12548,오래 못봐도 언제만나도 편한 사람이 있다.
12549,"우린 97년 처음 만나 지금까지 서로를 격려해주는 좋은 언니와 동생사이 내가 동생 말 안하믄 언니가 동생인줄 암 서로 멀리 살다보니 1년에 한두번 정도밖에 못 봐서 이왕 보는거 핫플레이스에서 보자고 한번도 못 가본 송리단길 가보기로 성수동 망리단, 서촌, 북촌처럼 요즘 핫하다고해서 가보고팠는데,..."
12550,드뎌 왔다 아침은 롯데몰에서 쌀국수 언니가 사줘서 맛나게 먹고 아침부터 배불러 송리단길쪽으로 걸어서 석촌호수 걸으며 예쁜 카페 가서 커피 마시자고 했는데 급 배아퍼 눈에 보이는 스벅들어가 커피를 마시궁 슬퍼요.
12551,배꺼지면 또 먹자고 송리단길 여기저기 둘러보는데 살짝 대만 동먼같은 느낌 그런데 너무 음식점과 카페 위주라 볼거리가 좀 아쉽 소호샵들이 좀 많은면 좋겠다는 생각 개인적으로 언니랑 우연책방 너무 괜찮다며 좀 핫하다고하는 카페들은 2시 넘으니 웨이팅줄도 늘어나고 너무 거리두기가 지켜지키 않는듯 슬퍼요.
12552,그래도 백만년만의 외출이라 울애들 사줄 노티드 고넛두 산다고 무려 40분이나 줄서서 슬퍼요.
12554,거실벽에 빔으로 영화보기위해 소파를 옮겨놓고 다시 원위치시킬부지런함도 이젠 없네
12555,아침에 거실에 나와한컷 사진을찍어보면 집이 얼마나 정신없는지 알 수 있다
12556,바다안녕 누나야가 아침에 일어나서 바다안아주기 주말이라 가능한일 주말이 좋다
12557,아직도 아가같은 우리바다군 잠자는모습도 아가같아
12558,엄마는 바다 도치 아침에 토스트먹고 싶다는걸 있는야채 다 넣고 만들어 줬더니 싫대
12559,이런 먹기 불편하다고 랩으로 싸서 먹기좋게 해줬는데 먹기싫대
12560,그래서 내가 다 먹어지롱 레몬을 잘라 냉동해 놓으면 탄산수나 제로 사이다에 넣어먹음 맛나요
12563,하지만 텃밭의 모습은 실망.
12564,다행히 땅콩과 옥수수는 잘 자라고 있었지만 역시나 비닐 멀칭을 하지 않아서 잡풀들이 엄청 자라나고 있었다.
12565,잠시 들렀다가 다른곳으로 이동할 생각이었는데 결국은 호미와 괭이로 잡풀제거를 하기 시작하였다.
12566,이랑 위의 잡풀들을 하나하나 제거해 주고 고랑 사이에 나있는 잡풀까지 일일이 제거를 해주었더니 손에 힘이 들어가지 않는다.
12567,이것도 일이라고 사용하지 않던 손과 어깨가 살짝 얼얼하다.
12568,그래도 자라난 땅콩과 옥수수를 보면 마음은 뿌듯하다.
12569,농작물들은 농부의 발소리를 듣고 자란다고 했다.
12570,시골에서 태어났지만 농사일은 거의 해 보지 못한 사람으로 부모님에게 감사해야 하는거 맞다 농작물을 키우는 도시농부가 되어 보니 책으로만 본 글이 현장에서 살아난다.
12571,깔끔하게 정리된 텃밭을 보면 뿌듯하다.
12572,모든 일에는 사랑과 관심 그리고 시간이 필요하다.
12574,다사다난했던 세월이다.
12575,나는 녀석의 사진을 틈틈히 담아둔다.
12576,잔디밭에서 딩굴고 있는 모습을 담거나 간식 줄때 먹는 모습을 담아두거나 산책하다가 마음에 드는 포인트가 나오면 억지로?
12577,세워서 사진을 찍어댔는데 오랜만에 옥상에 올라가니 이러고 있다.
12578,왜 이렇게 환하게 웃고있는거지?
12579,왜 거기서 그러고 있는거야?
12580,이녀석이 없었다면 오늘의 나는 어땠을까?
12581,목협착증 소식을 접하기 전부터 오늘일기 20 목 협착증이라는데...!
12583,오늘 날이 요상하다 ...
12584,"팔저림과 목, 어깨 통증이 심했던 시기에 일 하다가 마당에 나와 개아들을 볼때면 개시크한 녀석이라 뽀뽀도 잘 안해주는데 양쪽 팔을 자기 혀로 안마하듯 다 닦아준다?"
12585,팔이 아파서 그런지 팔을 주물러 주는 것 같은 느낌이랄까?
12586,거짓말 하나 안보태고 시원하다!
12587,몇분간을 양쪽을 번갈아가며 꼼꼼하게!
12588,그땐 이녀석이 왜 이러지?
12589,신통방통한 녀석이다.
12590,오늘도 아파서 잠시 쉬고 있는데 앉아있는 내내 혀로 나의 팔을 쓰담쓰담해준다
12591,덕분에 양쪽팔은 온통 개아들의 침 범벅이지만 왜 이렇게 울컥울컥하는지!
12592,네가 있어 정말 행복하다
12594,월요일부터 제주여행 중이다.
12595,시간이 너무 잘 간다.
12596,이번 제주여행에선 비양도 마라도 가파도 섬 속의 섬을 다녀오는 것이 계획이었다.
12597,비양도를 다녀왔고 마라도도 다녀왔으니 이제 가파도 남았다.
12598,가파도는 낼 가보려고 한다.
12599,마라도는 걸어서 1시간 정도면 돌 수 있는 작은 섬이다.
12600,섬 속에 산이 없어서 그냥 평지 느낌.
12601,주말이라 사람이 많았다.
12602,낚시하러 가시는 분도 많은 듯 하다.
12603,마라도 여행을 계획 중이라면 꿀팁 하나.
12604,배에 내려서 사람들이 많이 가는 쪽 말고 반대 방향으로 섬을 도는 것이 좋다.
12605,대한민국 최남단 표지판은 사진 찍으려고 줄을 서기 때문에 사람 없는 방향으로 돌면 여러 모로 사진 찍기도 좋고 짬뽕짜장면집에서도 빨리 먹고 돌 수 있다.
12606,오후에는 해가 뜨거우니 제주곶자왈도립공원에서 피톤치드와 함께 산책을 하려고 한다.
12609,그런데 3일째 되는날 이 이벤트를 그만한다고 통보를 했다.
12610,물론 3일간 참여한 사람에겐 1천원 네이버 페이 을 주고 !
12611,"이유인 즉슨, 의미 있게 참여하는 사람보다 단순 반복 단어, 일상과 관련없는 내용, 동일인이 여러 아이디 생성 등..."
12612,취지에 맞지않는 포스팅 발행으로 인한 것이라 했다.
12613,"난리가 났고 몇일간 기사화가 되었으며, 대국민 사기극이라며 그 분노가 식질 않았다."
12614,그리고 네이버는 이 이벤트 재개 발표를 했다.
12615,"그런데, 누구나 다 할 수 있는게 아니다"
12616,대상 지난 이벤트에서 3일간 기준에 맞추어 참여한 사람에 한한다.
12617,내가 대상에 해당하는지는 다음 링크에서 확인 가능 !
12618,블로그 오늘일기 새롭게 시작합니다.
12622,대상이 된다면 다음과 같은 화면이 뜬다.
12623,이제 확인이 되었다면 완주할 준비를 하자 !
12624,그런데 잠깐 지난번에 3일 참여한 사람에게 준다던 1천원은 언제 주나?
12625,난 안받았는데?
12626,지난혜택 지급 5 21부터 순차 지급 그렇다고 한다.
12628,"참여기간 21년 5월 24일 월 6월 3일 목 , 총 11일 완주한 사람 중 추첨을 통해 100명에겐 추가혜택 책처럼 편찬 을 준다."
12629,그럼 잊지 말아야 할 유의사항 !!
12631,당일이 지난 뒤 수정 안된다.
12632,"자정 전에 쓰기 하루 1개, 날짜 1분이라도 지나면 안된다."
12633,물론 예약글도 안됨.
12634,전체공개하기 나름 일기이지만 이벤트니까 확인 가능하도록 꼭 전체공개하기 !
12635,"제대론 된 일기 쓰기 홍보, 의미없는 단어..."
12636,정말 일기를 쓰자
12637,이렇게 하면 얼마를 줄까?
12640,다함께 참여해서 1만 5천원 벌어보아요 !!
12641,"네이버 블로그는 맞지만, 확인불가"
12642,일 생각해보니 아침 헬스를 안간지 3주가 흘렸다....
12643,어쩌다보니 3주라는 시간이 그냥 훅 가버렸다.....
12645,에서 내일인 월요일은 빡세게 운동을 가고자 한다.....
12646,오늘은 싱그러운 일요일이기 때문에 여유롭게 넷플릭스에서 영화 한편 을 봤다.
12647,"미첼 가족과 기계 전쟁 이라는 애니메이션 영화였는데, 나름 박진감이 넘쳤다."
12648,"지금의 나의 생활을 돌아보게 되는,,, 그런 영화였다."
12649,"해피엔딩이지만, 나중엔 진짜로 가 심히 발달되어 인간을 지배하면 어쩌지"
12650,라는 그런 요상한 ?
12651,핸드폰을 너무 많은 시간 사용하지 않도록 자제해야겠다.
12652,"그리고 얼마전 네이버로 드디어 1,000원 금액 이 들어왔다"
12653,짝짝짝 5월 21일 금요일 에 들어온 것을 확인됐당.
12654,"늦게 들어오긴 했으나 어찌 됐든 들어오긴 했으니까, 뭔가 내가 열심히 한 것에 대한 보상이라고 해야할까 ,,,"
12655,나름의 뿌듯함이 있당.
12657,낮잠을 조금 자고 어후 꿀잠 그동안 미루어왔던 영어원서 필사를 다시 시작 했다.
12658,글씨를 이쁘게 쓰고자 노력하지만 잘 안된당 슬퍼요.
12659,가장 최근에 쓴 영어 필사가 4월 13일이라니....
12660,너무 오래 쉬었다.
12663,이제 미루어두었던 루틴들을 다시금 꺼낼 때가 왔다.....
12664,오늘은 많이는 아니지만 2장 가량을 필사 했다.
12665,필사를 하면서 모르는 단어를 찾아보고 적는다.
12666,해석이 안되는 부분도 있지만 과감히 넘긴다.
12668,영어원서로 가장 쉽게 접한다는 플립 을 올해 초 구매했다.
12669,"이것 말고도 한권 더 샀었는데, 그건 플립을 다 완독 한다음에 넘어가려고 한당 올해에는 넘어갈 수 있으려낭??"
12670,성북 작업실 미술학원의 문쌤입니다.
12672,저희 블로그도 이벤트 대상자로 선정되어 이 기간동안 간단한 포스팅이나마 매일 꾸준히 포스팅해보려 합니다.
12673,지난주 금요일 2021 경희대 실기대회 1차예선 공모전이 마감되었습니다.
12674,저희 작업실 미술학원의 고3들도 경희대 실기대회에 참가하였는데 다들 1차 합격이라는 좋은 결과를 얻어 꼭 2차 대면 실기대회에 진출할 수 있기를 기원합니다.
12675,성북 작업실 미술학원 고3 입시생 경희대 실기대회 공모전 기초디자인 응시작 시간 제한이 없는 공모전의 특성상 학생들 나름대로 최선의 퀄리티를 낼 수 있도록 노력하였습니다.
12676,개별 그림 포스팅은 내일부터 포스팅할 오늘일기 포스팅에서 한장씩 공개하도록 하겠습니다.
12677,1차 예선 합격자 발표는 5월 28일로 예정되어 있는데 응시한 수험생 분들 모두 원하는 결과 얻으실 수 있기를 바랍니다.
12679,한 작심 4일정도?
12680,"저 블로그 맨날 쓰는 줄 아는 분도 있던데, 인스타에 도전수집 매일 올리기도 바빠서 블로그 연동 과정 은근슬쩍 사라졌구요..."
12681,써야 하는 글 숙제 도 못 쓰고 있어서 부담 느끼지 않도록 그냥 무시를 해버리고 있기도 합니다
12682,"10일 13일 기준으로 유입 완만해짐 5월 3주 차는 월요일 이사 화요일 면접 수요일 운동친구 러닝크루 시작 휘수님 풍덩인터뷰 목요일 약속하나 여행 준비, 지역 이동 금토일 여행 중 운전, 사진 찍기 등등 을 하느라 뭔 정신으로 일주일 계획 세우고 자고 일어났는지 잘 기억이 안 나기도 합니다."
12683,맥주 대신 바나나우유 서로이웃 선생님들이 많이 늘어나서 가끔 서로이웃 글 발행하고 도망치기 아주 어려워졌습니다
12684,아 댓글달기 분명 재밌었는데 지금도 재밌는데 이하생략 비밀일기를 적으러 0.5 계정을 찾아갈지도 모르겠다는 생각이 들어버림 나 일기도 다 온라인으로 옮기고 있나...?
12685,노션에 해도 되겠다!!
12686,노션공부 더 진행됐는데 정리 못함 이러다 5월 한판 다 채우겠네 무엇을 보여줄 것인가 힘 빼고 계속 쓸 수 있는 것이 있는가 주력 기록물을 다시 짤 것인가 강 약약 중강 약약 시스템 써야 할 것은 도대체 언제 쓸 것인가
12687,"라잇라잇 끝나기 전에 기획서를 작성할 의지가 있는가 계획도 약간은 있고 선지원금 결제, 후 콘텐츠 발행 약속 이 있는지라 꼭 정리하고 싶은 여행 자료도 있고 지난주인가..."
12688,노션에 글 발행계획 5 20 카테고리 만든 것도 있는데..
12689,계획대로 될 리는 만무하고 일단 저도 시작해보겠습니다
12690,"2차전 15,000원 아 이제 네이버 돈은 그냥 부수적인 거고 저와의 싸움이 된 거 같네요"
12692,네이버 블로그팀입니다.
12695,"자, 다시 한 번 게임을 시작하지 ."
12696,오늘일기 재도전 이웃 여러분 지난 2주 잘 지내셨습니까?
12699,아니 어이가 없어서 네이버 정도면 우리나라에서 가장 큰 검색엔진 회사고 가장 많은 회원을 보유한 회사 아닌가?
12701,네이버 블로그팀입니다.
12703,처음부터 룰을 제대로 고지했으면 이런 일도 없지 않나 진짜 나름대로 한 번 하겠다고 마음을 먹은 언니는 그래도 끝까지 합니다
12704,2차 헌터 시험을 시작한다
12705,그리고 이렇게 글을 작성하고 있는 지금은 예전 포스팅에서 이야기했던대로 체코 프라하가 아니라 네덜란드로 돌아온 상태입니다
12707,혹시나 이번에도 다시 도전하시는 우리 이웃분들 모두다 성공하시길 바라며 함께 열심히 해서 네이버한테 돈을 꼭 받아냅시다!!!
12708,즐거운 주말 보내시고 내일 포스팅에서 만나요!
12710,흐리고 더운 날 피곤한 몸을 일으켜 폰을 챙겨 들고 습관처럼 창 가로 가 블라인드를 올리고 방충망까지 완전 개방!
12711,"어, 챌린저스 인증샷 프레임이 바뀌었다."
12712,상하로 길어져서 사진이 멋져 보이네
12713,기분 좋아져서 잠이 깬다.
12714,간단히 아침을 먹고 교회에 다녀와 보니 발코니 화초들의 소리없는 아우성이 들린다.
12717,얘기 건네며 시원하게 샤워 겸 급수!
12718,물만 줘도 이렇게 좋아라 하는 걸..
12719,드라이플라워 1주일 동안 변화 모습을 올려본다.
12720,시작일 모습 3일째 4일째 6일째 모습 수분이 날아가면서 크기는 작아지고 극히 일부 갈변현상이 보이긴 하지만 여전히 향기는 진하고 색깔은 더 진해가는 듯 특히 초롱꽃은 연분홍에서 자줏빛으로 변신!
12721,"앞으로 일주일, 지금 처럼 잘 말라다오!"
12723,얼마 전 팝업 공지를 보면서 좀 고민했다.
12724,"내가 돈이 없지, 가오가 없나!!!"
12726,추가혜택 요게 가장 마음을 끈다
12727,블로그기록 나만의책 너무 꿈이 큰건지 모르겠으나 그래도 꿈 꾸어본다.
12729,이미 내정자가 있을지 모르지만...
12730,"잘 되면 좋겠다, 정 말 좋겠다!"
12733,아침일찍 광교산 으로 등산 을 갔다.
12734,7시 전에 도착하게 갈땐 차를 가져가는데 어제 프렌드 레고 조립하느라 결국 새벽까지 했는데도 다 못하고 잤다.
12735,너무 피곤해서 항복 7시 넘겨 출발하는 바람에 그냥 버스로 갔다.
12736,그시간이면 벌써 주차장 들가는데 15분은 버릴듯?
12737,때죽나무꽃 이 너무 아름다워 한참을 눈에 담았다.
12738,"등산길에서 매번 보는, 한국전쟁 참전 국군의 유해발굴현장."
12739,우리에겐 쓰라린 동족상잔의 비극인 그 전쟁이 미국에선 잊혀진 전쟁이라 불리운다.
12740,"2차대전처럼 미국이 영웅노릇을 해서 자랑스러운 것도 아니고, 그렇다고 베트남전처럼 악에 가까운 짓을 해서 본격적인 반성과 성찰의 계기가 된 것도 아닌데다 기간도 짧고, 지역도 한정적이고, 심지어 휴전이라는 어정쩡한 형태로 종료되어버린 복합적인 이유에서이다."
12741,"그렇지만 그건 국가단위일때 이야기고, 조국을 위해 이역만리 낯선땅까지 와서 직접 목숨을 걸고 싸웠던 한 개인에겐 절대로 잊을 수 없는 트라우마를 안긴 아픈 기억일테지."
12742,"그런 참전용사에게 훈장을 수여하는 자리에 함께할 수 있는 건, 그분이 싸워주었던 나라의 수장으로서 건넬 수 있는 가장 큰 감사와 위로가 아닐까 했지만, 자국의 베테랑에 대한 예우로 함께 사진을 찍을 때 무릎을 꿇어 몸을 낮춘 바이든 옆에서 함께 무릎을 낮춰주시는 우리 대통령님의 모습은 거기서 한걸음 더 나아갈 수 있음을 보여주셨다."
12743,엄청난 성과들을 거두고 돌아오시는데도 제대로 보도하는 언론은 몇 안되는 기레기들을 보면서 새삼 데자뷰를 느낀다.
12744,"12년전 떠나보낸, 내 손으로 뽑은 나의 첫 대통령님."
12745,그분을 보내고 수강했던 노무현시민학교 에서 지금 우리 대통령님을 만났던 것도 12년전이구나.
12746,채 1년도 남지않은 임기를 생각하면 기쁘면서도 드디어 좀 쉬실 수 있겠구나싶어서 슬픈 나의 대통령님.
12747,"너무 쉽지만, 말이 아닌 삶으로 보여주는 일은 거의 불가능에 가까운 것."
12748,그런 삶을 묵묵히 살아가고 계신 나의 대통령님만은 기필코 지키리라 다짐해보는 오늘이다.
12749,등산을 다녀와선 어제 다 못하고 잔 프렌즈 레고를 마져 조립했다.
12750,글래디스를 놓고 싸우는 둘.
12755,"떨어진 치즈케익을 주워먹던 레이첼과 챈들러 발소리에 깜짝놀라 보니, 조이!"
12757,끝까지 다 찍은 사진으로 다시 만들어본 동영상.
12758,하루종일 사실 한달 내내도 갖고놀고 싶었지만 오늘은 에버랜드 가기로 한 날.
12759,3호 생일 맞춰 지난 주 일요일에 가려했는데 종일 비가와서 한주 연기했었단 말이지.
12760,우리의 전략은 사람이 빠지기 시작하는 일요일 오후 3 4시경 가서 문닫을때까지 놀기.
12761,약간 역정나신 느낌?
12762,뭔지 몰라도 일단 죄송합니다
12763,되게 백조의 호수 의상같던 웃긴 말이지만 고니 언제봐도 힙한 플라밍고 너네 왜 음표같이 서있니 쟤들은 엄동설한도 아닌데 왜 저리 모여있느걸까?
12764,화려한 쇼맨쉽을 보여주신 분들.
12765,하늘엔 레이스지붕이 판다
12766,아니 안에 정말 사람들어있는거 아니에요?
12767,"푸바오는 엄마한테 혼난듯 에버랜드에서 먹어본 음식들중 제일 괜찮았던 메뉴, 토마토소스 베이컨 파스타 뭐 그런 이름 피자도 윙 셋트도 다 괜찮았지만 이 파스타는 정말 맛있었다."
