en_sentence,ko_sentence,emotion
ive had my ass handed to me by murt and im starting to feel fucked but just a little,나는 똥에 의해 내 엉덩이를 물려받았고 나는 엿먹기 시작했지만 조금밖에 되지 않았다.,anger
i feel extremely discontent right now,나는 지금 극도로 불만을 느낀다.,sadness
i realized i was a total idiot and forgot clarinet choir making me feel even more idiotic and stupid then i already was,나는 내가 완전히 바보라는 것을 깨달았고 클라리넷 합창단이 나를 더 멍청하고 멍청하게 만드는 것을 잊었다. 나는 이미 그랬다.,sadness
ive been feeling homesick for several months probably since christmas,나는 아마도 크리스마스 이후로 몇 달 동안 향수병을 느끼고 있다.,sadness
i stropped about for a bit feeling grumpy because i was missing out,나는 내가 놓쳤기 때문에 약간 심술궂게 돌아다녔다.,anger
i am never happy for the things i do have i feel so ungrateful for that,나는 내가 가진 것에 대해 결코 행복하지 않아 나는 그것에 대해 너무 감사하지 않아.,sadness
i wanna know how does it feel being pretty and every guys love me,나는 예쁘고 모든 남자들이 나를 사랑하는 기분이 어떤지 알고 싶다.,joy
i feel completely inadequate and unable to express any of it in words,나는 완전히 부적절하고 그것을 말로 표현할 수 없다고 느낀다.,sadness
i like your t shirt can achieve that and instill a sense of making the customer feel valued as a person but such comments should be sincere,나는 당신의 티셔츠가 그것을 성취할 수 있고 고객이 한 사람으로서 가치 있다고 느끼게 하는 감각을 심어줄 수 있지만 그러한 논평은 진심이어야 한다.,joy
i disinterested but when i do read it i leave off feeling inadequate,나는 무관심하지만 내가 그것을 읽을 때 나는 불충분함을 느낀다.,sadness
i feel like a treasured prize,나는 소중한 상처럼 느껴진다.,love
i kept staring at her quivering flower feeling that it was like a violent flower in time lapse photography a flower shivering with vigorous growth as it accelerated out to the flickering sun racing sky heralding the end of our relationship before it had even started,나는 그것이 시작도 하기 전에 우리의 관계의 종말을 알리는 반짝이는 태양 레이싱 하늘로 가속되면서 그것이 마치 시간 경과 사진 속의 폭력적인 꽃과 같다는 그녀의 떨리는 꽃을 계속 응시했다.,anger
i feel devastated for a young man,나는 젊은 남자로 인해 망연자실하다.,sadness
i thought about it a lot this weekend because i watched the fault in our stars which is about two kids who have cancer so that made me feel really weird and anxious,나는 이번 주말에 그것에 대해 많은 생각을 했다. 왜냐하면 나는 암에 걸린 두 아이에 관한 우리 별들의 결점을 보았기 때문이다. 그래서 그것은 나를 정말 이상하고 불안하게 만들었다.,surprise
i really do feel it is beaten into us to breastfeed,나는 정말로 우리가 모유를 먹여야 한다고 느낀다.,sadness
i am feeling fairly contented,나는 꽤 만족하고 있다.,joy
i guess sometimes you arent aware of your true feelings until a playful kiss exposes them,나는 때때로 장난스러운 키스가 그들을 드러낼 때까지 당신은 당신의 진실한 감정을 인식하지 못할 것이라고 생각한다.,joy
ive had a long road of that initially feeling like i was being rude for turning down food that was made brought for me and sometimes eating stuff because it was gluten free and looked delicious even if it maybe wasnt what i felt good about eating some really mediocre wedding cake for example,"예를 들어, 나는 내가 정말로 평범한 웨딩 케이크를 먹었을 때 기분이 좋지 않을지라도 그것이 글루텐이 없고 맛있어 보이기 때문에 나를 위해 만들어진 음식을 거절하고 때때로 무언가를 먹는 것에 대해 무례하게 느끼는 것 같은 긴 여정을 보냈다.",anger
i am sitting here typing this and wondering where i belong feeling distracted feeling comfortable feeling misunderstood and hurt,나는 여기 앉아서 이것을 타이핑하면서 내가 어디에 속하는지 궁금해하고 있어. 오해받고 상처받는 게 편해.,anger
i feel burdened by my own expectations,나는 내 자신의 기대에 부담을 느낀다.,sadness
i was still feeling weird about the day before,나는 여전히 전날에 대해 이상했다.,fear
im feeling indecisive about what to do,나는 무엇을 해야 할지 망설여진다.,fear
i were i probably wouldn t be saddled with all this guilt and feeling like i should be doing these things instead of pissing about doing highly unimportant things,나는 아마도 이 모든 죄책감에 시달리지 않을 것이고 매우 중요하지 않은 일을 하는 것에 대해 소란을 피우는 대신 이러한 것들을 해야 한다고 느낄 것이다.,sadness
i feel bad calling it mere book or story is six individual stories nestled together,나는 그것을 단지 책이나 이야기라고 부르는 것이 유감이다. 그것은 6개의 개별적인 이야기들이다.,sadness
i was also given several shiny presents because my friends are really rather cool i actually prefer late birthday presents to early ones as it extends the period of feeling beloved significant segments of all and sundry and is more unexpected,나는 또한 여러 개의 빛나는 선물을 받았다. 왜냐하면 내 친구들은 정말 꽤 멋있기 때문이다. 나는 사실 생일 선물을 일찍 보내는 것보다 늦게 보내는 것을 선호한다. 왜냐하면 그것은 모든 사람들에게 사랑 받는 중요한 부분을 더 많이 느끼고 더 예상치 못하기 때문이다.,joy
i am feeling nostalgic more than anything,나는 그 어떤 것보다도 향수를 느끼고 있다.,love
i might be able to recreate the feeling when i get back into the cold fog that awaits me tomorrow night,내일 밤 나를 기다리고 있는 차가운 안개 속으로 돌아왔을 때 나는 그 느낌을 재현할 수 있을지도 모른다.,anger
i spend my energy making the world i live in a better place and do everything in my power not to kick people or feel superior to others who dont have the same challenges as myself,"나는 내 에너지를 세상을 더 나은 곳에서 살며, 사람들을 걷어차거나 나와 같은 어려움을 겪지 않는 다른 사람들보다 우월하다고 느끼지 않기 위해 최선을 다한다.",joy
i didn t feel very faithful at that point,나는 그 시점에서 매우 충실하게 느껴지지 않았다.,joy
i feel its a reminder that im taking care of something so precious and need to treat myself better,나는 내가 너무 소중한 것을 돌보고 있고 나 자신을 더 잘 대해야 한다는 것을 상기시켜준다.,joy
i had really felt quite good and safe about having the baby at home although there are always risks but i still feel blessed about how everything turned out,"나는 항상 위험이 있지만 집에 아기를 갖는 것에 대해 매우 좋고 안전하다고 느꼈지만, 나는 여전히 모든 것이 어떻게 되었는지에 대해 축복받았다.",love
i feel like i can trust my faithful blogstalkers,나는 내 충실한 블로그 토커들을 믿을 수 있다고 느낀다.,love
i was battling the desire to move away from her not wanting to be rude but seriously feeling disturbed by her nearness,나는 무례하게 굴고 싶지 않지만 그녀의 근접성에 심각하게 방해받고 싶어 그녀에게서 벗어나고 싶은 욕망과 싸우고 있었다.,sadness
i feel like i am despised,나는 경멸받는 기분이다.,anger
i feel like i am gaining strength quickly and could probably start to ease back into running now but i am pretty much scared silly,나는 내가 빠르게 힘을 얻고 있고 아마도 이제 다시 달리기 시작할 수 있을 것 같지만 나는 거의 겁이 난다 바보.,fear
i think lunch sounds datey and coffee feels casual,점심은 데이트처럼 들리고 커피는 캐주얼하게 느껴진다.,joy
i am feeling a little overwhelmed but ive been given some amazing tools met some wonderfully creative fun and crazy people and was reminded that i have a voice that has been silent for too long,나는 약간 압도당하는 느낌이 들지만 나는 몇몇 놀라운 도구를 받았고 놀랍도록 창조적인 재미와 미친 사람들을 만났고 내가 너무 오랫동안 침묵한 목소리를 가지고 있다는 것을 상기받았다.,surprise
i would have taken more but something feels weird about going to a foreign country and taking pictures of places and things that most of the people probably consider commonplace,나는 더 많이 찍었을 텐데 외국에 가서 대부분의 사람들이 평범하다고 생각하는 장소와 물건의 사진을 찍는 것에 대해 뭔가 이상한 느낌이 든다.,fear
i gave my honest opinion revis told reporters in the jets locker room adding i feel that people let him slide when he says smart remarks on certain things,나는 제트 라커룸에서 기자들에게 내 솔직한 의견을 말했다. 나는 그가 특정한 것에 대해 현명한 말을 할 때 사람들이 그를 그냥 내버려둔다고 느낀다.,joy
i have a feeling im going to get an unpleasant comment anyway,나는 어쨌든 불쾌한 코멘트를 받을 것 같은 느낌이 든다.,sadness
i always won the dance contests when i went there and that was such a great feeling to have everybody watch you and to know that you entertained them,내가 그곳에 갔을 때 나는 항상 댄스 경연 대회에서 우승했고 모든 사람이 너를 지켜보고 네가 그들을 즐겁게 했다는 것을 알게 된 것은 정말 좋은 기분이었다.,joy
i feel the weight of my single dom pulling me under like a dangerous rip tide that is relentlessly surrounding every inch of my body,나는 내 몸의 구석구석을 가차없이 감싸고 있는 위험한 밀물처럼 나를 아래로 끌어당기는 나의 단일 돔의 무게를 느낀다.,anger
i feel fucked,난 엿먹은 기분이야.,anger
i woke up this morning feeling alittle disappointed i logged onto a href http calvaryccv,나는 오늘 아침에 일어나서 약간 실망했다. 나는 href http calvaryccv에 접속했다.,sadness
i feel rather stressed for the preparations for prom night,프롬나잇 준비 때문에 스트레스를 많이 받는다.,anger
i feel anger and love and failure i totally dont get an a in mothering friends and grief and loss and captivity and wonder and awe cannot be ignored,"나는 분노와 사랑과 실패를 느낀다. 나는 엄마 친구, 슬픔과 상실, 감금, 경외심을 무시할 수 없다.",sadness
i am not even sure how to formulate my thoughts since i just put it down and am feeling slightly overwhelmed,방금 내려놓고 약간 압도당해서 생각을 어떻게 공식화해야 할지조차 모르겠어.,fear
i look normal even when i feel terrible and it really is hard to hear someone say oh you look so good,"나는 내가 끔찍하게 느낄 때도 평범해 보이고 누군가가 말하는 것을 듣는 것은 정말 어렵다. 오, 너 정말 좋아 보인다.",sadness
i feel your suffering reflects just a fraction of my own suffering,나는 너의 고통이 내 고통의 일부만을 반영한다고 느낀다.,sadness
i can t help but feel troubled by this,나는 이것 때문에 괴로움을 느끼지 않을 수 없다.,sadness
i feel that my beloved nakahara mai would voice her nicely,나는 내가 사랑하는 나카하라 마이가 그녀의 목소리를 잘 낼 것이라고 느낀다.,love
i was mightily nervous given that i crashed and burned at this point last time and i still remember feeling shocked at how hard i found the x second runs,나는 지난번 이 지점에서 충돌하고 불에 탔다는 것을 고려할 때 매우 긴장했고 x초 주행을 얼마나 힘들게 발견했는지에 대해 여전히 충격을 느꼈던 것을 기억한다.,surprise
i wasnt sure companies would be hiring this time of year but i am again feeling hopeful,나는 기업들이 매년 이맘때쯤 고용할 것이라고 확신하지 못했지만 나는 다시 희망을 느끼고 있다.,joy
i remember as a child feeling totally scandalized and outraged when i found out that girls didnt play in the nfl,나는 어렸을 때 소녀들이 nfl에서 뛰지 않는다는 것을 알았을 때 완전히 스캔들과 분노를 느꼈던 것을 기억한다.,anger
im not feeling fantastic is that i havent actually taken any time to rest,나는 내가 실제로 쉴 시간을 가져본 적이 없다는 것이 환상적이지 않다고 느낀다.,joy
i read other peoples posts there are moments where i feel id give my left fingernail to be them my left fingernail is precious because its the only one i can polish perfectly out of the,나는 다른 사람들의 게시물을 읽는다. 나는 내 왼쪽 손톱을 그들이 되기 위해 내 왼쪽 손톱을 주는 것 같은 순간들이 있다. 왜냐하면 내 왼쪽 손톱은 내가 완벽하게 닦을 수 있는 유일한 것이기 때문이다.,joy
i don t really feel like doing much but maybe something gentle,별로 하고 싶지는 않지만 아마도 부드러운 무언가를 할 수 있을 것이다.,love
i feel angry im happy,나는 화가 난다 나는 행복하다.,anger
i feel like i m witnessing the birth of a really amazing dm,나는 정말 놀라운 DM의 탄생을 목격하고 있는 것 같다.,joy
i feel like this was kind of a melancholy post with all my talk about anti love and fears,나는 이것이 반 사랑과 두려움에 대한 나의 모든 이야기와 함께 일종의 우울한 게시물이라고 느낀다.,sadness
death of grandmother,할머니의 죽음,sadness
i seem to be feeling a little less anxious this week but i sure wish that i could check on her every week at the doctor instead of the that are scheduled,"나는 이번 주에 조금 덜 불안해 보이는 것 같지만, 나는 내가 예정된 것 대신에 매주 그녀를 의사에게 확인할 수 있기를 바란다.",fear
i had a feeling you were in need of a gorgeous envy,나는 네가 멋진 부러움을 필요로 한다는 느낌이 들었다.,joy
i feeling confused with my life and want to know why my life,나는 내 삶에 혼란을 느끼고 왜 내 삶이 있는지 알고 싶다.,fear
i keep coming back to it but it feels awfully selfish of me to feel this low this negative when there are so many in far worse positions than i,나는 계속 그것에 복귀하지만 나보다 훨씬 더 나쁜 위치에 있는 사람들이 많은데 이렇게 낮게 느끼는 것은 내가 매우 이기적으로 느껴진다.,anger
i think this feeling is fro trusting in god and sometimes its just apathy,나는 이 감정이 신을 믿는 것에서 비롯되었다고 생각하며 때때로 그것은 그저 무관심일 뿐이다.,joy
i woke up today feeling pissed off,나는 오늘 화가 나서 일어났다.,anger
i wanted both but i feel greedy,나는 둘 다 원했지만 욕심이 난다.,anger
i feel any team pretty dangerous in playoffs york left wing ruslan fedotenko notes said,나는 플레이오프에서 요크 왼쪽 윙 러슬란 페도텐코 노트가 말했다.,anger
im feeling very blessed to live in a state with such beautiful sights like virginia has,버지니아처럼 아름다운 광경을 가진 주에서 살 수 있어서 나는 매우 축복받았다고 느낀다.,joy
i concentrated on the smell i started feeling it and knew it was the nostalgic aroma of my grand mother s home back in bhubaneswar orissa,나는 냄새에 집중했다. 나는 그것을 느끼기 시작했고 그것이 부바네스와리사에 있는 할머니들의 향수를 불러일으키는 향기라는 것을 알았다.,love
i personally feel is a massively talented actor is chris evans captain america,나는 개인적으로 엄청나게 재능 있는 배우가 크리스 에반스 캡틴 아메리카라고 느낀다.,joy
i guess it makes me feel more appreciative being able to live life,삶을 살 수 있다는 것이 더 감사하게 느껴지게 만드는 것 같아.,joy
i tend to stop breathing when i m feeling stressed,나는 스트레스를 받을 때 호흡을 멈추는 경향이 있다.,anger
i seriously considered pulling the offer and i was feeling that we rushed into it all too quickly,나는 그 제안을 철회하는 것을 진지하게 고려했고 우리가 너무 빨리 그것에 달려들었다고 느꼈다.,anger
i feel empty inside like all my light has been drained,내 모든 빛이 다 빠진 것처럼 속이 허전하다.,sadness
i feel weird with just his perfect day of worry free lazy junk food and video games,걱정 없는 게으른 정크 푸드와 비디오 게임을 하는 그의 완벽한 하루만으로도 나는 기분이 이상하다.,fear
im feeling less than thrilled about having to go back to my second choice donor now that mr,나는 이제 두 번째 선택 기증자에게 돌아가야 한다는 것에 대해 덜 흥분된다.,joy
i wanted to not feel frightened anymore,나는 더 이상 겁먹지 않고 싶었다.,fear
i looked at my son run up was rubbish dad your step was shocking where were your arms i smiled at him seasons best though i said feeling a tad foolish and i still had two jumps left ground swallow me now,나는 내 아들이 뛰어오르는 것을 보았다. 쓰레기 아빠 당신의 발걸음은 충격적이었어요. 당신의 팔이 어디에 있었습니까? 나는 그에게 시즌 동안 가장 잘 웃었습니다. 비록 나는 약간 어리석다고 말했지만 나는 여전히 두 번의 점프가 남아 있었습니다. 나를 삼켜주세요.,sadness
i feel cdm flac custodes title alibi how much i feel cdm flac custodes download this in super speed resume support with premium account img src http i,나는 cdm flac custodes 제목 알리바이를 얼마나 느끼는지 느낀다 cdm flac custodes는 프리미엄 계정 img src http i를 통한 초고속 재개 지원으로 이것을 다운로드한다.,joy
i feel tortured because i am not allowed to enjoy food the way my friend can,나는 내 친구가 할 수 있는 방식으로 음식을 즐길 수 없기 때문에 고문을 느낀다.,anger
i am feeling so proud that philippines is ought to called a emerging asian tiger this is how the prime minister of canada describe of the economy of the philippines it is definitely rising,나는 필리핀이 떠오르는 아시아의 호랑이라고 불러야 한다는 것이 매우 자랑스럽다. 이것은 캐나다 총리가 필리핀 경제에 대해 이렇게 묘사하는 것이다. 그것은 확실히 증가하고 있다.,joy
i somehow feel distraught and hopeless,어쩐지 마음이 산란하고 절망적이다.,fear
i was feeling grouchy and everything for the past few weeks but yesterday was such a happy day,나는 지난 몇 주 동안 기분이 언짢았고 모든 것을 느꼈지만 어제는 너무 행복한 하루였다.,anger
i love raising money for variety because it makes me proud to think oh my gosh a year old just raised dollars or wow i feel like people want to help and also get that cute dress in the back of my closet,"나는 다양성을 위해 돈을 모으는 것을 좋아한다. 왜냐하면 오, 세상에, 1년 전에 달러를 모았구나, 와, 나는 사람들이 돕고 싶어하고 내 옷장 뒤에 있는 귀여운 드레스도 받고 싶어하기 때문이다.",joy
i feel really heartbroken,나는 정말 마음이 아프다.,sadness
i was dwelling on the current state of my life i was unsure about my place in life and what i was going to do with it and i was feeling a bit bitter at god because of it,나는 내 삶의 현재 상태에 대해 생각하고 있었다. 나는 내 삶의 위치와 내가 그것을 가지고 무엇을 할 것인지에 대해 확신하지 못했고 나는 그것 때문에 신에게 다소 씁쓸함을 느끼고 있었다.,anger
i feel i am losing steam but friends help the time pass in the most pleasant of ways,나는 내가 힘이 빠지는 것을 느끼지만 친구들은 가장 즐거운 방법으로 시간을 보내도록 돕는다.,joy
i can listen to it and feel dissatisfied,나는 그것을 듣고 불만을 느낄 수 있다.,anger
i struggle with at church is feeling useful to the ward,나는 교회에서 싸우는 것이 병동에게 유용하다고 느낀다.,joy
i struggling to find a common ground with not feeling deprived managing my stress and activity and living a healthy lifestyle,나는 나의 스트레스와 활동을 통제하고 건강한 삶을 사는 것에 박탈감을 느끼지 않고 공통점을 찾기 위해 고군분투한다.,sadness
i had been lying to myself feeling that maybe because i so loved spending time with this fellow and thought he enjoyed his time so equally with me that maybe the ends justified the means,나는 아마도 내가 이 친구와 시간을 보내는 것을 너무 좋아하고 그가 나와 함께 그의 시간을 너무 평등하게 즐겼기 때문에 목적이 수단을 정당화했다고 생각하기 때문에 스스로에게 거짓말을 하고 있었다.,love
i am feeling fine november pat bertram a href http ptbertram,나는 11월 페트라마 href http ptbertram에 기분이 좋다.,joy
i tell myself i am pretty a hundred times doesn t mean i feel pretty,나는 스스로에게 내가 예쁘다고 백번 말하지만 내가 예쁘다고 느끼는 것은 아니다.,joy
i dunno the word im even looking for i guess because im not exactly how i feel im selfish i know,나는 심지어 내가 찾는 단어조차 모른다. 왜냐하면 나는 내가 이기적이라고 느끼는 정확한 방식이 아니기 때문이다.,anger
i feel it is unfortunate that in the end my year old will hate her father unless he ceases to use his daughter as a pawn to impress these women while she s still young enough to not realize what is really going on,나는 그녀가 실제로 무슨 일이 일어나고 있는지 깨닫지 못할 만큼 아직 어린 동안 그가 이 여성들을 감동시키기 위해 그의 딸을 볼모로 사용하는 것을 중단하지 않는 한 결국 내 나이가 그녀의 아버지를 싫어할 것이라는 것이 불행하다고 느낀다.,sadness
i have been blogging i have told you of the countless ways that i feel loved and blessed by the people i call my friends,나는 블로그를 하고 있다. 나는 내가 친구라고 부르는 사람들에게 사랑받고 축복받았다고 느끼는 수 많은 방법들에 대해 너에게 말했다.,love
i believe even though at the time i didn t feel i should be hospitalized i m pretty sure it was a good thing i was,"비록 그 당시에 내가 병원에 입원해야 한다고 느끼지 않았지만, 나는 그것이 내가 잘한 일이라고 꽤 확신한다.",joy
i feel envious that they can keep their posts regular and interesting and wish that i could feel this way to,나는 그들이 그들의 게시물을 규칙적이고 흥미롭게 유지할 수 있다는 것을 부러워하고 내가 이렇게 느낄 수 있기를 바란다.,anger
i feel a strong sense of relief,나는 강한 안도감을 느낀다.,joy
i feel that i still can forgive you but after you called me pervert hey im sorry you are totally out from my life,"나는 여전히 너를 용서할 수 있다고 생각하지만, 네가 나를 변태라고 부른 후 그들은 네가 내 삶에서 완전히 벗어나서 미안해.",sadness
i feel like i am losing confidence but for now i feel calm,자신감을 잃는 것 같지만 지금은 차분하다.,joy
i was feeling abnormally wimpy so i staked out my bird feeder,나는 비정상적으로 겁이 많아서 내 새 먹이통을 잠갔다.,fear
i could have checked it down to the back and i feel like i got greedy and took a shot at the endzone and didn t throw the right ball i wanted to throw and then it got picked off,나는 그것을 뒤쪽까지 확인할 수 있었고 나는 내가 욕심을 부려서 엔드존에서 슛을 했고 내가 던지고 싶은 올바른 공을 던지지 않은 후 그것이 잘려나간 것 같다.,anger
i think they ll be sexy but will also make me feel more confident than the teeny tiny itsy bitsy bottoms that seem to be in vogue,나는 그것들이 섹시할 것이라고 생각하지만 또한 유행하는 것처럼 보이는 아주 작은 엉덩이보다 나를 더 자신감을 느끼게 할 것이다.,joy
i got some good feedback from my summary of uganda i still feel as though i missed out on a lot of things i had wanted to say that i hope ill be able to come back to later on,나는 우간다에 대한 요약에서 좋은 피드백을 받았다. 나는 여전히 내가 말하고 싶었던 많은 것들을 놓치고 있는 것처럼 느낀다. 나는 나중에 다시 돌아올 수 있기를 바란다.,sadness
i feel privileged to have read the stories i received and i enjoyed crafting a piece that i believe does justice to new zealand women screenwriters who write feature films,나는 내가 받은 이야기를 읽게 된 것을 영광으로 생각하고 장편 영화를 쓰는 뉴질랜드 여성 시나리오 작가들에게 공평하다고 믿는 작품을 만드는 것을 즐겼다.,joy
i only ever wanted to make him happy and he made me feel so stupid,나는 그를 행복하게 해주고 싶었을 뿐이고 그는 나를 매우 멍청하게 만들었다.,sadness
i was younger all i could think of was to move to a country where i feel accepted where i belong,내가 젊었을 때 생각할 수 있는 것은 내가 속한 나라로 내가 받아들여진다고 느끼는 나라로 이사하는 것 뿐이었다.,joy
i know i should feel dismayed or at least sheepish that one of my friends basically believes i have an eating disorder but actually my emotional response to his statement was one of genuine surprise and pleasure that someone had noticed and remembered something about me,"나는 내 친구 중 한 명이 기본적으로 내가 섭식 장애를 가지고 있다고 믿는 것에 대해 실망하거나 적어도 양심의 가책을 느껴야 한다는 것을 알지만, 사실 그의 진술에 대한 나의 감정적인 반응은 누군가가 나에 대해 무언가를 알아채고 기억하는 진정한 놀라움과 즐거움 중 하나였다.",sadness
i feel like im getting there i have to admit i was stunned when i realized my list my entire laundry list of here to for impossible pie in the sky dreams,나는 그곳에 도착한 것 같은 기분이 든다. 나는 내가 여기의 전체 세탁 목록을 깨달았을 때 깜짝 놀랐다는 것을 인정해야 한다. 하늘의 불가능한 파이를 위한 나의 모든 세탁 목록을 꿈꾼다.,surprise
im feeling productive and brave,나는 생산적이고 용감하다고 느낀다.,joy
i feel that the out of people that i encounter in the day that are rude and mean to me for no reason at all,나는 내가 하루에 마주치는 사람들 중에서 나에게 이유 없이 무례하고 못되게 구는 것을 느낀다.,anger
i can t fix this and am anticipating feeling humiliated when i see workmates and friends,나는 이것을 고칠 수 없고 내가 직장 동료들과 친구들을 볼 때 굴욕감을 느낄 것을 기대하고 있다.,sadness
i always feel afraid of telling people because i dont want them to see me differently my self image is very poor and i dont want to transcribe that onto them,나는 항상 사람들에게 말하는 것을 두려워한다. 왜냐하면 나는 그들이 나를 다르게 보는 것을 원하지 않기 때문이다. 내 자신의 이미지는 매우 형편없고 나는 그것을 그들에게 옮기고 싶지 않다.,fear
im being accused of feeling superior to the characters its usually by people who themselves feel superior to others,나는 캐릭터보다 우월하다고 느끼기 때문에 비난을 받고 있다. 그것은 보통 그들 자신이 다른 사람들보다 우월하다고 느끼는 사람들에 의해.,joy
i feel and bring him and coming against a savage the wax doll in the clouds blown across to tak my own feeling that be the bare feet were they were moving fast as i brought it as i love in a time for he yet i made him,"나는 그를 느끼고 데려와 야만인과 마주쳤고, 구름 속에서 날리는 밀랍 인형과 마주쳤다. 그들은 맨발이 되어 내가 사랑하는 시간에 내가 그것을 가져왔지만 나는 그를 아직 만들었다.",anger
i got a sick feeling in my stomach i just did a blog post on my cute laundry room now my dryers going out,나는 속이 메스꺼워. 방금 귀여운 세탁실에 블로그 글을 올렸어. 지금 건조기가 나가고 있어.,joy
i don t see december as the month of happiness counting down the days until christmas this doesn t feel like the season to be jolly anymore,나는 12월을 크리스마스까지 날짜를 세는 행복의 달로 보지 않는다. 이것은 더 이상 즐거운 계절처럼 느껴지지 않는다.,joy
i must admit feeling popular is a wonderful feeling,나는 인기 있다는 느낌이 멋진 느낌이라는 것을 인정해야 한다.,joy
i know how you feel i m sorry you feel like that,나는 네가 어떻게 느끼는지 알아. 네가 그렇게 느껴서 미안해.,sadness
i feel this effect backfires as the changes were distracting and solondz is talented enough to gain our sympathy sans gimmicks,나는 변화가 산만하고 솔론즈가 우리의 공감을 얻을 만큼 충분히 재능이 있기 때문에 이 효과가 역효과를 낸다고 느낀다.,joy
i feel a bit discouraged,나는 약간 낙담한다.,sadness
i was feeling resentful enough to want to write about it here which means i need to work on look getting my hackles raised when others judge me,"나는 여기에 그것에 대해 쓰고 싶을 만큼 분개하고 있었다. 즉, 다른 사람들이 나를 판단할 때 내 허클을 높이는 것을 보기 위해 노력해야 한다는 뜻이다.",anger
i feel thoroughly unwelcome at this school and there are individual people who are clearly deeply moved by my work and my choices,나는 이 학교에서 완전히 환영받지 못한다고 느끼고 나의 일과 나의 선택에 분명히 깊은 감동을 받은 개인들이 있다.,sadness
i hope that one day i can escape tia place that i feel has held me back that has inhibited me from reaching my potential but that isnt me for decide just to pray on,나는 언젠가 내가 내 잠재력에 도달하는 것을 방해했다고 느끼는 tia 장소를 벗어날 수 있기를 바라지만 그것은 단지 기도하기로 결정하는 내가 아니다.,sadness
i hope you ll consider coming out of your shell and let everyone around you feel your gorgeous personality,나는 네가 네 껍데기에서 나오는 것을 고려하고 네 주변의 모든 사람들이 너의 멋진 성격을 느낄 수 있기를 바란다.,joy
im a marketer and i couldnt be bothered to investigate further which makes me feel that consumers probably cant be bothered either,"나는 마케터이고 나는 더 이상 조사하는 것을 귀찮아할 수 없었고, 그것은 아마도 소비자들도 귀찮아할 수 없다는 것을 느끼게 한다.",anger
i also feel like i have been keeping myself intentionally stupid behind slow in the past ive known that keeping up with gaga would require getting up to light speed which transforms you into an artist and im ready to do that now an hold nothing back,나는 또한 가가를 따라가려면 당신을 예술가로 변신시키는 광속도를 따라잡아야 한다는 것을 알고 있었고 이제 그것을 할 준비가 되어 있다는 것을 알고 있었기 때문에 나는 아무것도 망설이지 않았다.,sadness
i feel very unfortunate to have only in the last couple days have even discovered that seventy times seven even existed and hearing the twosongs together brought somewhat of a closure to a certain part of my musical life,나는 단지 지난 며칠 동안 70 곱하기 7이 심지어 존재했다는 것을 발견하고 그 두 노래를 함께 듣는 것이 내 음악 생활의 특정 부분에 어느 정도 종말을 고했다는 것을 알게 되어 매우 유감스럽게 생각한다.,sadness
i am feeling adventurous and after i get a little better aiming the direction of the drips i want to try to make something like this,나는 모험심을 느끼고 있고 내가 드롭의 방향을 목표로 조금 나아진 후에 나는 이런 것을 만들어 보고 싶다.,joy
i am still feeling the positive effects of my visit with therapist and i feel very confident in her abilities and connections to psychologists with the necessary dr,나는 여전히 치료사와의 방문의 긍정적인 효과를 느끼고 있고 나는 그녀의 능력과 필요한 심리학자와의 연결에 매우 자신감을 느낀다.,joy
im feeling a bit less anxious about it all now and im actually starting to look forward to the challenge of the big event,나는 이제 모든 것에 대해 조금 덜 불안하고 사실 나는 큰 행사의 도전을 기대하기 시작했다.,fear
i stopped challenging him and always make him feel more than superior to me like magic the whole fighting stopped,"나는 그에게 도전하는 것을 멈췄고, 모든 싸움이 멈춘 마법처럼 항상 그가 나보다 우월하다고 느끼게 했다.",joy
i did not feel any emotion or was deeply saddened or stunned for that matter,"나는 그 문제에 대해 어떤 감정도 느끼지 않았고, 깊은 슬픔이나 기절도 하지 않았다.",surprise
i am sure the pleasure of living in the open air with the sky for a roof and the ground for a table is part of the same feeling it is the savage returning to his wild and native habits,나는 지붕과 테이블을 위해 하늘과 함께 야외에서 사는 즐거움이 야만인이 야생과 토착 습관으로 돌아가는 것과 같은 느낌의 일부라고 확신한다.,anger
i just need to express my feeling badly ignore this if i offended you,나는 단지 내 감정을 심하게 표현해야 한다. 만약 내가 너를 불쾌하게 했다면 이것을 무시해라.,anger
i feel is useful and even adding my own two cents,나는 유용하다고 느끼고 심지어 나 자신의 2센트를 추가한다.,joy
i didnt even realise just how out of control i have been feeling lately until i had a week of calm to gain some much needed perspective,나는 내가 매우 필요한 관점을 얻기 위해 일주일 동안 침착할 때까지 내가 최근에 얼마나 통제 불능 상태인지 깨닫지도 못했다.,joy
i wont go on about the anxieties i am feeling about this is being as neurotic as me about this,나는 이것에 대해 내가 느끼는 불안감에 대해 계속 말하지 않을 것이다. 이것에 대해 나만큼 신경질적이다.,fear
im honest when i say a part of me feels tortured as though this is part of the system of function in your life the one that allows you to order and manipulate people in such a way so that they are lined up and positioned to serve their prupose when you should need them,나는 솔직히 내 일부가 마치 이것이 당신이 사람들을 당신이 필요로 할 때 정렬하고 그들의 목적에 봉사할 수 있도록 그런 방식으로 명령하고 조종할 수 있는 기능 시스템의 일부인 것처럼 고문을 받고 있다고 말할 때.,fear
i feel entertained by myself as we arrive at the park,공원에 도착했을 때 나는 나 스스로 즐거움을 느낀다.,joy
